TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;2330.000000;1223337.55;;2024-03-30;PJ;04.089.570/0001-50;AGUAS GUARIROBA;2024-10-29;S;DI1;DI de um dia;100.000000;2.700000;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;963.000000;489256.66;;2024-03-30;PJ;04.370.282/0001-70;COPEL GERACAO T;2024-07-15;S;DI1;DI de um dia;109.000000;0.767324;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1500.000000;125553.76;;2024-03-30;PJ;06.981.180/0001-16;CEMIG DISTRIBUI;2024-06-15;S;DI1;DI de um dia;100.000000;1.051374;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1091.000000;1129505.79;;2024-03-30;PJ;00.001.180/0001-26;ELETROBRAS;2024-04-25;S;DI1;DI de um dia;100.000000;1.304585;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1200.000000;1256813.34;;2024-03-30;PJ;08.873.873/0001-10;ECORODOVIAS;2024-04-15;S;DI1;DI de um dia;100.000000;1.897215;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;931.000000;971183.64;;2024-03-30;PJ;08.324.196/0001-81;COSERN;2024-04-15;S;DI1;DI de um dia;107.250000;0.571045;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1287.000000;1342549.24;;2024-03-30;PJ;08.324.196/0001-81;COSERN;2024-04-15;S;DI1;DI de um dia;107.250000;0.905105;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1755.000000;1835561.81;;2024-03-30;PJ;16.670.085/0001-55;LOCALIZA;2024-04-10;S;DI1;DI de um dia;107.900000;1.693205;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1143.000000;1199556.82;;2024-03-30;PJ;02.302.100/0001-06;BANDEIRANTE ENE;2024-03-30;S;DI1;DI de um dia;106.600000;0.612990;;S;N;
FI;12.239.909/0001-86;BNP PARIBAS MAPFRE MASTER RENDA FIXA FUNDO DE INVESTIMENTO PREVIDENCIÁRIO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1938.000000;2033894.25;;2024-03-30;PJ;02.302.100/0001-06;BANDEIRANTE ENE;2024-03-30;S;DI1;DI de um dia;106.600000;0.687344;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;2074.000000;2169205.23;;2024-03-30;PJ;16.670.085/0001-55;LOCALIZA;2024-04-10;S;DI1;DI de um dia;107.900000;1.450318;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1896.000000;1984751.90;;2024-03-30;PJ;02.509.491/0001-26;ECOVIAS IMIGRAN;2024-04-17;S;DI1;DI de um dia;100.000000;1.265078;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;3370.000000;3487280.82;;2024-03-30;PJ;16.670.085/0001-55;LOCALIZA;2024-05-15;S;DI1;DI de um dia;100.000000;0.380163;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;6797.000000;7023457.78;;2024-03-30;PJ;09.346.601/0001-25;B3 SA;2024-05-24;S;DI1;DI de um dia;100.000000;1.170000;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1091.000000;91319.44;;2024-03-30;PJ;06.981.180/0001-16;CEMIG DISTRIBUI;2024-06-15;S;DI1;DI de um dia;100.000000;1.481263;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1046.000000;87552.82;;2024-03-30;PJ;06.981.180/0001-16;CEMIG DISTRIBUI;2024-06-15;S;DI1;DI de um dia;100.000000;1.528533;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1428.000000;725502.09;;2024-03-30;PJ;04.370.282/0001-70;COPEL GERACAO T;2024-07-15;S;DI1;DI de um dia;109.000000;0.698750;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1106.000000;560410.23;;2024-03-30;PJ;08.827.501/0001-58;AEGEA SANEAMENT;2025-02-05;S;DI1;DI de um dia;100.000000;1.837000;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;2052.000000;926338.46;;2024-03-30;PJ;02.451.848/0001-62;CONCES ANHANGUE;2026-10-21;S;DI1;DI de um dia;100.000000;1.200550;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1120.000000;796548.11;;2024-03-30;PJ;02.919.555/0001-67;ARTERIS SA;2025-09-15;S;DI1;DI de um dia;100.000000;2.500812;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1575.000000;1607290.19;;2024-03-30;PJ;01.543.032/0001-04;CELG;2026-01-20;S;DI1;DI de um dia;100.000000;1.380666;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1638.000000;1722182.18;;2024-03-30;PJ;06.981.180/0001-16;CEMIG DISTRIBUI;2026-05-15;S;DI1;DI de um dia;100.000000;2.054997;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1152.000000;1212896.58;;2024-03-30;PJ;04.128.563/0001-10;AES TIETE ENERG;2027-03-15;S;DI1;DI de um dia;100.000000;1.835477;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;873.000000;766378.65;;2024-03-30;PJ;35.522.178/0001-87;CRCG;2027-08-10;S;DI1;DI de um dia;100.000000;2.006533;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;493.000000;512039.27;;2024-03-30;PJ;00.194.724/0001-13;AES BRASIL OP;2027-12-12;S;DI1;DI de um dia;100.000000;1.503598;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;219790.000000;228893.70;;2024-03-30;PJ;04.895.728/0001-80;CELPA;2028-05-15;S;DI1;DI de um dia;100.000000;1.456305;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;936.000000;939731.54;;2024-03-30;PJ;25.005.683/0001-09;VERT COMPANHIA;2028-09-15;S;DI1;DI de um dia;100.000000;1.799336;;S;N;
FI;12.241.280/0001-09;BNP PARIBAS MASTER DI FI RENDA FIXA REFERENCIADO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;412.000000;426311.34;;2024-03-30;PJ;02.846.056/0001-97;CCR RODOVISION;2029-01-15;S;DI1;DI de um dia;100.000000;1.703809;;S;N;
FI;12.321.737/0001-95;FUNDO DE INVESTIMENTO CAIXA CPB RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;200.000000;213783.89;;;PJ;21.314.559/0001-66;MOVIDA PARTICIPACOES SA;2026-09-15;S;DI1;DI de um dia;100.000000;2.700000;;S;N;21.314.559/0001-66
FI;12.321.737/0001-95;FUNDO DE INVESTIMENTO CAIXA CPB RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;14.000000;142328.54;;;PJ;01.417.222/0001-77;MRS LOGISTICA S.A.;2026-08-15;S;DI1;DI de um dia;100.000000;1.300000;;S;N;01.417.222/0001-77
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;3790.000000;3916272.61;;;PJ;09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-05-24;S;DI1;DI de um dia;100.000000;1.170000;;S;N;09.346.601/0001-25
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;2443.000000;2551553.96;;;PJ;02.846.056/0001-97;CCR S.A.;2026-12-15;S;DI1;DI de um dia;100.000000;2.200000;;S;N;02.846.056/0001-97
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1208000.000000;1258036.56;;;PJ;04.895.728/0001-80;CENTRAIS ELET DO PARA S.A. - CELPA;2028-05-15;S;DI1;DI de um dia;100.000000;1.400000;;S;N;04.895.728/0001-80
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;178.000000;186210.64;;;PJ;06.272.793/0001-84;CIA ENERGETICA DO MARANHAO - CEMAR;2028-05-15;S;DI1;DI de um dia;100.000000;1.400000;;S;N;06.272.793/0001-84
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1700.000000;1762817.99;;;PJ;33.050.196/0001-88;CIA PAULISTA DE FORCA E LUZ;2026-12-12;S;DI1;DI de um dia;100.000000;1.200000;;S;N;33.050.196/0001-88
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;2392.000000;2478443.19;;;PJ;43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2025-12-15;S;DI1;DI de um dia;100.000000;1.800000;;S;N;43.776.517/0001-80
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;2375.000000;1509436.74;;;PJ;17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2025-12-16;S;DI1;DI de um dia;100.000000;1.750000;;S;N;17.281.106/0001-03
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;800.000000;797619.31;;;PJ;33.042.730/0001-04;CIA SIDERURGICA NACIONAL;2027-12-20;S;DI1;DI de um dia;100.000000;2.500000;;S;N;33.042.730/0001-04
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1400.000000;1488329.30;;;PJ;01.027.058/0001-91;CIELO S.A.;2025-09-20;S;DI1;DI de um dia;100.000000;1.200000;;S;N;01.027.058/0001-91
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1132.000000;511021.48;;;PJ;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2026-10-21;S;DI1;DI de um dia;100.000000;1.200000;;S;N;02.451.848/0001-62
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1600.000000;1685195.62;;;PJ;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2026-11-04;S;DI1;DI de um dia;100.000000;1.300000;;S;N;02.451.848/0001-62
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1487.000000;1511972.09;;;PJ;50.746.577/0001-15;COSAN S.A. INDUSTRIA E COMERCIO;2028-08-15;S;DI1;DI de um dia;100.000000;1.650000;;S;N;50.746.577/0001-15
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1201.000000;1223702.32;;;PJ;61.486.650/0001-83;DIAGNOSTICOS DA AMERICA S.A.;2026-10-30;S;DI1;DI de um dia;100.000000;1.400000;;S;N;61.486.650/0001-83
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1990.000000;2084215.45;;;PJ;04.149.454/0001-80;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S;2024-04-15;S;DI1;DI de um dia;100.000000;1.300000;;S;N;08.873.873/0001-10
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;700.000000;742674.13;;;PJ;00.864.214/0001-06;ENERGISA S.A.;2027-10-20;S;DI1;DI de um dia;100.000000;1.500000;;S;N;00.864.214/0001-06
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1670.000000;1729069.74;;;PJ;05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2027-04-30;S;DI1;DI de um dia;100.000000;1.450000;;S;N;05.197.443/0001-38
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1600.000000;1698627.92;;;PJ;52.548.435/0001-79;JSL S.A.;2028-10-20;S;DI1;DI de um dia;100.000000;2.700000;;S;N;52.548.435/0001-79
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1000.000000;1025749.35;;;PJ;16.670.085/0001-55;LOCALIZA RENT A CAR S.A.;2024-12-05;S;DI1;DI de um dia;100.000000;1.300000;;S;N;16.670.085/0001-55
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1000.000000;1026491.07;;;PJ;07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2028-01-10;S;DI1;DI de um dia;100.000000;1.200000;;S;N;07.816.890/0001-53
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;2000.000000;2028242.76;;;PJ;33.000.167/0001-01;PETROLEO BRASILEIRO S.A. PETROBRAS;2026-01-15;S;DI1;DI de um dia;106.250000;;;S;N;33.000.167/0001-01
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1178.000000;1224201.91;;;PJ;06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;2027-11-26;S;DI1;DI de um dia;100.000000;1.750000;;S;N;06.057.223/0001-71
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;700.000000;723845.29;;;PJ;02.558.157/0001-62;TELEFÔNICA BRASIL S.A;2027-07-12;S;DI1;DI de um dia;100.000000;1.350000;;S;N;02.558.157/0001-62
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1100.000000;1132219.04;;;PJ;02.600.854/0001-34;TIM BRASIL SERVICOS E PARTICIPACOES S.A;2028-07-25;S;DI1;DI de um dia;100.000000;2.300000;;S;N;02.600.854/0001-34
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1343.000000;1378629.37;;;PJ;07.859.971/0001-30;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA;2027-01-15;S;DI1;DI de um dia;100.000000;1.360000;;S;N;07.859.971/0001-30
FI;12.322.006/0001-64;FUNDO DE INVESTIMENTO CAIXA IPLEMG RENDA FIXA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1500.000000;1596177.35;;;PJ;34.274.233/0001-02;VIBRA ENERGIA S.A.;2029-10-03;S;DI1;DI de um dia;100.000000;1.500000;;S;N;34.274.233/0001-02
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;668.000000;699626.25;;;PJ;08.873.873/0001-10;ECORODOVIAS CON;2024-04-15;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;61.000000;63888.03;;;PJ;08.873.873/0001-10;ECORODOVIAS CON;2024-04-15;S;DI1;DI de um dia;100.000000;2.690829;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1665.000000;1671115.31;;;PJ;04.992.714/0001-84;NOVA TRANSPORTA;2029-02-15;S;DI1;DI de um dia;100.000000;1.200000;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1680.000000;1696614.88;;;PJ;04.992.714/0001-84;NOVA TRANSPORTA;2031-02-15;S;DI1;DI de um dia;100.000000;1.399999;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;1616.000000;1637271.74;;;PJ;04.992.714/0001-84;NOVA TRANSPORTA;2034-02-15;S;DI1;DI de um dia;100.000000;1.700000;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2.000000;6972927.45;;;PJ;00.864.214/0001-06;ENERGISA SA;2024-07-23;S;DI1;DI de um dia;100.000000;1.800000;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;852.000000;881586.08;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;1.905304;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;849.000000;878481.90;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;1.873498;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;146.000000;151069.91;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;1.455445;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;241.000000;249368.83;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;2.275644;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;66.000000;68291.88;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;1.797064;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;94.000000;97264.19;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;1.592745;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;746.000000;771905.18;;;PJ;33.000.167/0001-01;PETROLEO BRASIL;2032-08-25;S;DI1;DI de um dia;100.000000;1.784287;;S;N;
FI;12.412.818/0001-09;BRAM FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LIVRE;2024-02-29;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;4219.000000;3334667.29;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA;2026-12-21;S;OUT;OUTROS;100.000000;2.103308;;S;N;
FI;12.440.903/0001-72;APPLECROSS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;72.000000;72315.86;;;PJ;04.992.714/0001-84;NOVA TRANSPORTADORA DO SUDESTE S/A;2034-02-15;S;DI1;DI de um dia;100.000000;1.700000;;S;N;
FI;12.440.903/0001-72;APPLECROSS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;49.000000;49319.09;;;PJ;12.091.809/0001-55;3R PETROLEUM OLEO E GAS S.A;2029-02-08;S;DI1;DI de um dia;100.000000;3.000000;;S;N;
FI;12.440.903/0001-72;APPLECROSS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;142.000000;142607.90;;;PJ;04.992.714/0001-84;NOVA TRANSPORTADORA DO SUDESTE S/A;2031-02-15;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
FI;12.440.903/0001-72;APPLECROSS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-02-29;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;31.000000;28152.11;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2026-06-15;S;OUT;OUTROS;100.000000;3.000000;;S;N;
FI;12.553.726/0001-30;MÁXIMA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO 2;2024-02-29;Debêntures;Debênture simples;N;Para negociação;;;;;24000.000000;265080274.44;;;PJ;02.736.470/0001-43;CONFIANZA SECURITIZA;2028-03-31;S;DI1;DI de um dia;180.000000;1.030000;;N;N;
